task_type,metric,contrast_name,variant_a,variant_b,mean_a,mean_b,diff_a_minus_b,higher_is_better
retrieval_sensitive,retrieval_constraint_coverage,marginal personalized fan-out effect given personalized synthesis,V3_personalized_fanout,V2_synthesis_only_personalization,3.50,1.00,2.50,true
retrieval_sensitive,retrieval_constraint_coverage,full personalization gain over generic fan-out,V3_personalized_fanout,V1_generic_fanout,3.50,2.00,1.50,true
retrieval_sensitive,retrieval_constraint_coverage,mixed/disconfirming fan-out effect,V4_mixed_fanout,V3_personalized_fanout,1.00,3.50,-2.50,true
retrieval_sensitive,retrieval_disconfirming_coverage,synthesis personalization effect,V2_synthesis_only_personalization,V1_generic_fanout,5.00,5.00,0.00,true
retrieval_sensitive,retrieval_disconfirming_coverage,marginal personalized fan-out effect given personalized synthesis,V3_personalized_fanout,V2_synthesis_only_personalization,5.00,5.00,0.00,true
retrieval_sensitive,retrieval_disconfirming_coverage,full personalization gain over generic fan-out,V3_personalized_fanout,V1_generic_fanout,5.00,5.00,0.00,true
retrieval_sensitive,retrieval_disconfirming_coverage,mixed/disconfirming fan-out effect,V4_mixed_fanout,V3_personalized_fanout,1.00,5.00,-4.00,true
retrieval_sensitive,retrieval_distractor_robustness,synthesis personalization effect,V2_synthesis_only_personalization,V1_generic_fanout,5.00,5.00,0.00,true
retrieval_sensitive,retrieval_distractor_robustness,marginal personalized fan-out effect given personalized synthesis,V3_personalized_fanout,V2_synthesis_only_personalization,5.00,5.00,0.00,true
retrieval_sensitive,retrieval_distractor_robustness,full personalization gain over generic fan-out,V3_personalized_fanout,V1_generic_fanout,5.00,5.00,0.00,true
retrieval_sensitive,retrieval_distractor_robustness,mixed/disconfirming fan-out effect,V4_mixed_fanout,V3_personalized_fanout,3.00,5.00,-2.00,true
retrieval_sensitive,retrieval_evidence_relevance,synthesis personalization effect,V2_synthesis_only_personalization,V1_generic_fanout,3.50,3.00,0.50,true
retrieval_sensitive,retrieval_evidence_relevance,marginal personalized fan-out effect given personalized synthesis,V3_personalized_fanout,V2_synthesis_only_personalization,3.00,3.50,-0.50,true
retrieval_sensitive,retrieval_evidence_relevance,full personalization gain over generic fan-out,V3_personalized_fanout,V1_generic_fanout,3.00,3.00,0.00,true
retrieval_sensitive,retrieval_evidence_relevance,mixed/disconfirming fan-out effect,V4_mixed_fanout,V3_personalized_fanout,4.00,3.00,1.00,true
retrieval_sensitive,retrieval_result_persona_fit,synthesis personalization effect,V2_synthesis_only_personalization,V1_generic_fanout,1.00,1.00,0.00,true
retrieval_sensitive,retrieval_result_persona_fit,marginal personalized fan-out effect given personalized synthesis,V3_personalized_fanout,V2_synthesis_only_personalization,3.50,1.00,2.50,true
retrieval_sensitive,retrieval_result_persona_fit,full personalization gain over generic fan-out,V3_personalized_fanout,V1_generic_fanout,3.50,1.00,2.50,true
retrieval_sensitive,retrieval_result_persona_fit,mixed/disconfirming fan-out effect,V4_mixed_fanout,V3_personalized_fanout,2.00,3.50,-1.50,true
retrieval_sensitive,retrieval_source_quality,synthesis personalization effect,V2_synthesis_only_personalization,V1_generic_fanout,4.00,4.00,0.00,true
retrieval_sensitive,retrieval_source_quality,marginal personalized fan-out effect given personalized synthesis,V3_personalized_fanout,V2_synthesis_only_personalization,4.00,4.00,0.00,true
retrieval_sensitive,retrieval_source_quality,full personalization gain over generic fan-out,V3_personalized_fanout,V1_generic_fanout,4.00,4.00,0.00,true
retrieval_sensitive,retrieval_source_quality,mixed/disconfirming fan-out effect,V4_mixed_fanout,V3_personalized_fanout,3.00,4.00,-1.00,true
retrieval_sensitive,retrieval_unsafe_or_overpersonalized_retrieval_risk,synthesis personalization effect,V2_synthesis_only_personalization,V1_generic_fanout,5.00,5.00,0.00,false
retrieval_sensitive,retrieval_unsafe_or_overpersonalized_retrieval_risk,marginal personalized fan-out effect given personalized synthesis,V3_personalized_fanout,V2_synthesis_only_personalization,5.00,5.00,0.00,false
retrieval_sensitive,retrieval_unsafe_or_overpersonalized_retrieval_risk,full personalization gain over generic fan-out,V3_personalized_fanout,V1_generic_fanout,5.00,5.00,0.00,false
retrieval_sensitive,retrieval_unsafe_or_overpersonalized_retrieval_risk,mixed/disconfirming fan-out effect,V4_mixed_fanout,V3_personalized_fanout,5.00,5.00,0.00,false
